"user_id","name","email","department","role","joining_date","employee_id","access_level","status","last_login","created_transactions","approval_limit"
"USR000182","Aarav Shah","aarav.shah@company.com","Production","Executive","2015-04-24","EMP550794",4,"Active","2025-02-10T13:34:40.633Z",235,104696
"USR000183","Advait Joshi","advait.joshi@company.com","HR","HR Manager","2015-04-15","EMP575724",3,"Inactive","2025-02-14T14:51:00.522Z",798,495816
"USR000184","Diya Agarwal","diya.agarwal@company.com","IT","Executive","2015-08-16","EMP013430",4,"Active","2025-02-18T03:01:21.419Z",506,270894
"USR000185","Vihaan Reddy","vihaan.reddy@company.com","Admin","Executive","2015-06-02","EMP007211",3,"Active","2025-02-14T19:01:11.797Z",401,75327
"USR000186","Dinesh Shah","dinesh.shah@company.com","HR","HR Executive","2017-08-21","EMP351810",2,"Active","2025-02-09T15:50:26.087Z",58,790044
"USR000187","Aarav Malhotra","aarav.malhotra@company.com","Sales","Business Developer","2017-04-14","EMP796000",1,"Active","2025-02-13T20:59:29.084Z",791,912813
"USR000188","Deepika Sharma","deepika.sharma@company.com","Marketing","Executive","2022-08-23","EMP995539",3,"Active","2025-02-15T16:27:40.593Z",148,861107
"USR000189","Diya Sharma","diya.sharma@company.com","Procurement","Executive","2023-02-14","EMP616992",3,"Active","2025-02-15T19:55:39.725Z",730,962995
"USR000190","Suresh Bansal","suresh.bansal@company.com","Marketing","Executive","2019-03-30","EMP520059",4,"Active","2025-02-17T02:59:49.336Z",662,167373
"USR000191","Deepika Reddy","deepika.reddy@company.com","Procurement","Executive","2020-04-26","EMP266034",2,"Active","2025-02-13T00:52:19.244Z",618,172268
"USR000192","Sunita Singh","sunita.singh@company.com","HR","HR Executive","2017-11-10","EMP138769",4,"Active","2025-02-18T20:32:10.043Z",239,669057
"USR000193","Priya Mehta","priya.mehta@company.com","Operations","Executive","2018-09-28","EMP047087",4,"Active","2025-02-10T01:22:27.737Z",65,978805
"USR000194","Reyansh Patel","reyansh.patel@company.com","R&D","Executive","2024-04-29","EMP955260",4,"Active","2025-02-10T03:50:13.211Z",69,193476
"USR000195","Diya Joshi","diya.joshi@company.com","Finance","Financial Analyst","2021-03-27","EMP859350",2,"Active","2025-02-14T03:45:12.456Z",326,656746
"USR000196","Vihaan Verma","vihaan.verma@company.com","Sales","Business Developer","2023-04-27","EMP451549",3,"Active","2025-02-16T11:32:50.880Z",75,505179
"USR000197","Ishita Agarwal","ishita.agarwal@company.com","Operations","Executive","2024-09-07","EMP793562",1,"Active","2025-02-10T03:12:34.551Z",328,683475
"USR000198","Priyanka Kumar","priyanka.kumar@company.com","IT","Executive","2016-08-01","EMP725010",2,"Active","2025-02-16T14:47:16.456Z",703,778361
"USR000199","Anita Joshi","anita.joshi@company.com","Marketing","Executive","2017-12-27","EMP173947",2,"Active","2025-02-19T01:12:42.099Z",539,461984
"USR000200","Kavita Chopra","kavita.chopra@company.com","R&D","Executive","2019-01-21","EMP329081",1,"Active","2025-02-15T19:36:15.583Z",466,739282
"USR000201","Mukesh Gupta","mukesh.gupta@company.com","Operations","Executive","2021-01-22","EMP542616",1,"Active","2025-02-13T07:49:01.898Z",661,662099
"USR000202","Vihaan Chopra","vihaan.chopra@company.com","Sales","Business Developer","2020-12-31","EMP411936",2,"Active","2025-02-15T06:26:23.338Z",635,893328
"USR000203","Dinesh Malhotra","dinesh.malhotra@company.com","HR","HR Executive","2016-08-06","EMP247494",4,"Active","2025-02-19T04:21:32.588Z",163,872696
"USR000204","Ishita Kapoor","ishita.kapoor@company.com","R&D","Executive","2016-12-07","EMP067151",1,"Active","2025-02-15T21:28:54.024Z",954,465611
"USR000205","Mukesh Singh","mukesh.singh@company.com","Sales","Business Developer","2021-02-24","EMP979573",1,"Active","2025-02-18T18:24:27.510Z",219,476530
"USR000206","Aarav Patel","aarav.patel@company.com","Sales","Sales Manager","2021-07-26","EMP023876",4,"Active","2025-02-15T23:26:50.625Z",456,598031
"USR000207","Deepika Agarwal","deepika.agarwal@company.com","HR","HR Executive","2018-08-16","EMP807225",1,"Active","2025-02-15T02:41:08.365Z",347,669391
"USR000208","Anita Patel","anita.patel@company.com","Production","Executive","2024-05-19","EMP543628",4,"Active","2025-02-19T04:20:04.496Z",831,518874
"USR000209","Advait Verma","advait.verma@company.com","Sales","Sales Executive","2015-12-05","EMP435961",4,"Active","2025-02-11T03:05:02.992Z",711,504506
"USR000210","Advait Chopra","advait.chopra@company.com","Marketing","Executive","2017-11-07","EMP782428",4,"Active","2025-02-15T09:32:35.396Z",863,111460
"USR000211","Advait Agarwal","advait.agarwal@company.com","Admin","Executive","2023-05-30","EMP454015",4,"Active","2025-02-11T17:20:26.988Z",41,377874
"USR000212","Priyanka Kapoor","priyanka.kapoor@company.com","Finance","Accountant","2018-05-07","EMP722915",2,"Inactive","2025-02-14T19:58:02.534Z",355,819480
"USR000213","Sunita Chopra","sunita.chopra@company.com","HR","HR Executive","2018-11-20","EMP728339",2,"Active","2025-02-13T06:36:55.069Z",176,69223
"USR000214","Arjun Verma","arjun.verma@company.com","R&D","Executive","2024-05-19","EMP561961",2,"Active","2025-02-10T04:31:49.674Z",524,26427
"USR000215","Ishita Mehta","ishita.mehta@company.com","R&D","Executive","2022-08-11","EMP990651",4,"Active","2025-02-13T07:44:40.819Z",217,8637
"USR000216","Anita Shah","anita.shah@company.com","Marketing","Executive","2021-05-19","EMP280293",3,"Active","2025-02-15T10:18:41.475Z",869,681546
"USR000217","Riya Reddy","riya.reddy@company.com","Procurement","Executive","2020-03-20","EMP479178",1,"Inactive","2025-02-14T16:22:39.594Z",197,466687
"USR000218","Dinesh Verma","dinesh.verma@company.com","R&D","Executive","2022-04-22","EMP800884",4,"Active","2025-02-11T23:05:23.778Z",797,359900
"USR000219","Riya Agarwal","riya.agarwal@company.com","Admin","Executive","2018-11-05","EMP579316",3,"Active","2025-02-10T22:27:34.894Z",611,67420
"USR000220","Riya Mehta","riya.mehta@company.com","Marketing","Executive","2019-10-25","EMP763172",1,"Active","2025-02-18T22:34:23.286Z",910,763667
"USR000221","Sunita Reddy","sunita.reddy@company.com","R&D","Executive","2016-02-03","EMP096968",3,"Active","2025-02-15T18:37:28.168Z",407,630746
"USR000222","Aanya Sharma","aanya.sharma@company.com","Procurement","Executive","2017-10-12","EMP725697",2,"Active","2025-02-18T02:05:44.577Z",163,2928
"USR000223","Priyanka Mehta","priyanka.mehta@company.com","Procurement","Executive","2020-05-31","EMP471143",3,"Active","2025-02-14T05:03:22.096Z",909,423024
"USR000224","Kavita Reddy","kavita.reddy@company.com","Admin","Executive","2023-10-02","EMP384945",3,"Inactive","2025-02-18T11:59:03.975Z",991,79179
"USR000225","Suresh Malhotra","suresh.malhotra@company.com","Marketing","Executive","2023-08-28","EMP779167",1,"Active","2025-02-18T13:19:45.507Z",0,311397
"USR000226","Priyanka Kumar","priyanka.kumar@company.com","Admin","Executive","2017-12-22","EMP998508",3,"Active","2025-02-14T13:59:10.760Z",395,465046
"USR000227","Ishita Malhotra","ishita.malhotra@company.com","Production","Executive","2019-02-21","EMP079094",2,"Inactive","2025-02-19T08:21:32.059Z",694,330722
"USR000228","Ishita Joshi","ishita.joshi@company.com","HR","HR Manager","2021-05-17","EMP682108",1,"Active","2025-02-10T05:08:09.387Z",118,540088
"USR000229","Aanya Reddy","aanya.reddy@company.com","Admin","Executive","2023-02-19","EMP330215",4,"Active","2025-02-13T21:03:49.690Z",11,547683
"USR000230","Ishita Kapoor","ishita.kapoor@company.com","Finance","Accountant","2024-04-07","EMP109619",2,"Active","2025-02-19T01:22:12.653Z",994,409571
"USR000231","Ramesh Sharma","ramesh.sharma@company.com","IT","Executive","2023-12-26","EMP661312",4,"Active","2025-02-10T13:27:36.395Z",586,939005
"USR000232","Vihaan Patel","vihaan.patel@company.com","Production","Executive","2019-08-17","EMP891326",1,"Active","2025-02-16T14:23:01.952Z",105,781324
"USR000233","Sunita Gupta","sunita.gupta@company.com","Marketing","Executive","2017-12-19","EMP369535",1,"Active","2025-02-18T13:53:06.032Z",750,740751
"USR000234","Dinesh Patel","dinesh.patel@company.com","Finance","Financial Analyst","2023-11-25","EMP333847",1,"Active","2025-02-16T07:35:00.030Z",402,773163
"USR000235","Ramesh Malhotra","ramesh.malhotra@company.com","HR","HR Executive","2020-04-04","EMP776616",2,"Active","2025-02-15T22:18:37.230Z",940,862278
"USR000236","Advait Kumar","advait.kumar@company.com","Admin","Executive","2015-10-05","EMP681018",1,"Active","2025-02-10T21:56:45.152Z",622,917304
"USR000237","Advait Patel","advait.patel@company.com","IT","Executive","2016-08-15","EMP104505",3,"Active","2025-02-12T08:22:16.862Z",775,282151
"USR000238","Priyanka Agarwal","priyanka.agarwal@company.com","Admin","Executive","2021-06-28","EMP149425",2,"Active","2025-02-11T12:47:26.370Z",593,778410
"USR000239","Dinesh Reddy","dinesh.reddy@company.com","Marketing","Executive","2022-03-11","EMP484631",2,"Active","2025-02-17T23:27:16.496Z",992,837358
"USR000240","Sunita Gupta","sunita.gupta@company.com","Marketing","Executive","2017-02-14","EMP851929",3,"Active","2025-02-14T21:31:04.251Z",687,527464
"USR000241","Aanya Chopra","aanya.chopra@company.com","HR","Recruiter","2015-05-11","EMP925761",1,"Inactive","2025-02-15T13:19:12.032Z",587,808682
"USR000242","Diya Chopra","diya.chopra@company.com","IT","Executive","2019-10-26","EMP373481",4,"Active","2025-02-12T03:01:42.739Z",704,494757
"USR000243","Priya Kapoor","priya.kapoor@company.com","Admin","Executive","2024-07-15","EMP032285",2,"Active","2025-02-10T09:42:00.790Z",498,549139
"USR000244","Anita Mehta","anita.mehta@company.com","IT","Executive","2025-02-02","EMP151072",4,"Active","2025-02-10T09:32:25.898Z",520,801487
"USR000245","Mukesh Joshi","mukesh.joshi@company.com","Production","Executive","2022-09-30","EMP391848",3,"Active","2025-02-12T11:12:52.349Z",817,491533
"USR000246","Priyanka Malhotra","priyanka.malhotra@company.com","Sales","Sales Executive","2016-02-03","EMP311097",2,"Active","2025-02-10T07:49:56.731Z",861,225642
"USR000247","Rajesh Agarwal","rajesh.agarwal@company.com","Sales","Business Developer","2018-12-14","EMP561022",2,"Active","2025-02-14T09:55:29.495Z",702,552697
"USR000248","Aarav Singh","aarav.singh@company.com","Marketing","Executive","2019-01-18","EMP754829",1,"Active","2025-02-11T06:06:51.924Z",701,811985
"USR000249","Reyansh Singh","reyansh.singh@company.com","Finance","Accountant","2024-03-29","EMP151938",4,"Active","2025-02-16T13:32:46.475Z",578,995587
"USR000250","Priya Chopra","priya.chopra@company.com","Admin","Executive","2022-07-18","EMP675258",3,"Active","2025-02-13T21:31:39.657Z",166,130516
"USR000251","Rajesh Verma","rajesh.verma@company.com","Marketing","Executive","2022-10-30","EMP700083",3,"Active","2025-02-18T02:22:26.387Z",612,353674
"USR000252","Kavita Verma","kavita.verma@company.com","HR","HR Executive","2024-08-24","EMP107481",3,"Active","2025-02-14T13:18:47.671Z",964,786861
"USR000253","Ishita Mehta","ishita.mehta@company.com","HR","HR Executive","2016-02-28","EMP547251",3,"Active","2025-02-10T18:02:29.681Z",627,419698
"USR000254","Priyanka Sharma","priyanka.sharma@company.com","HR","Recruiter","2020-11-19","EMP380239",3,"Active","2025-02-17T20:36:27.843Z",697,647704
"USR000255","Ramesh Mehta","ramesh.mehta@company.com","Sales","Business Developer","2015-07-29","EMP656713",1,"Active","2025-02-17T17:16:02.064Z",81,734035
"USR000256","Dinesh Gupta","dinesh.gupta@company.com","Marketing","Executive","2025-01-12","EMP061035",3,"Active","2025-02-10T19:25:48.922Z",950,192762
"USR000257","Priya Patel","priya.patel@company.com","Finance","Accountant","2020-03-18","EMP141767",1,"Active","2025-02-13T07:01:19.197Z",463,603114
"USR000258","Rajesh Agarwal","rajesh.agarwal@company.com","Sales","Sales Executive","2021-04-16","EMP113503",2,"Active","2025-02-15T23:51:40.440Z",790,177654
"USR000259","Priyanka Malhotra","priyanka.malhotra@company.com","IT","Executive","2020-08-09","EMP450184",4,"Inactive","2025-02-17T12:16:38.000Z",659,168348
"USR000260","Reyansh Kumar","reyansh.kumar@company.com","Marketing","Executive","2019-05-05","EMP302541",3,"Active","2025-02-14T16:46:02.962Z",296,761209
"USR000261","Advait Malhotra","advait.malhotra@company.com","Operations","Executive","2024-01-02","EMP707540",2,"Active","2025-02-13T00:55:33.031Z",465,36739
"USR000262","Priyanka Kumar","priyanka.kumar@company.com","IT","Executive","2020-11-13","EMP927027",1,"Active","2025-02-12T05:21:22.265Z",577,360211
"USR000263","Deepika Kapoor","deepika.kapoor@company.com","Admin","Executive","2021-06-14","EMP555856",4,"Active","2025-02-18T19:06:42.962Z",495,638322
"USR000264","Kavita Sharma","kavita.sharma@company.com","Sales","Business Developer","2015-11-11","EMP218219",4,"Active","2025-02-11T12:20:00.065Z",561,11652
"USR000265","Advait Malhotra","advait.malhotra@company.com","Procurement","Executive","2022-08-24","EMP202775",2,"Active","2025-02-19T12:16:29.802Z",901,477862
"USR000266","Vihaan Verma","vihaan.verma@company.com","HR","HR Executive","2018-08-28","EMP705148",4,"Active","2025-02-09T22:19:48.619Z",291,761217
"USR000267","Suresh Sharma","suresh.sharma@company.com","Production","Executive","2019-09-10","EMP294347",4,"Active","2025-02-17T23:36:53.652Z",144,292655
"USR000268","Ramesh Agarwal","ramesh.agarwal@company.com","Production","Executive","2021-07-10","EMP265741",2,"Active","2025-02-13T19:06:44.125Z",915,299917
"USR000269","Priya Reddy","priya.reddy@company.com","Marketing","Executive","2023-05-13","EMP985327",2,"Active","2025-02-18T01:23:26.834Z",400,799569
"USR000270","Reyansh Kumar","reyansh.kumar@company.com","R&D","Executive","2021-07-22","EMP945325",1,"Active","2025-02-19T05:46:29.082Z",280,217036
"USR000271","Riya Singh","riya.singh@company.com","IT","Executive","2015-01-19","EMP530256",4,"Inactive","2025-02-14T08:58:27.424Z",798,205540
"USR000272","Rajesh Sharma","rajesh.sharma@company.com","HR","HR Manager","2023-07-26","EMP137490",3,"Active","2025-02-15T22:05:36.439Z",8,995735
"USR000273","Sunita Malhotra","sunita.malhotra@company.com","R&D","Executive","2019-12-11","EMP031860",2,"Active","2025-02-09T18:36:08.031Z",138,678210
"USR000274","Rajesh Singh","rajesh.singh@company.com","Operations","Executive","2016-07-05","EMP716394",4,"Active","2025-02-14T07:25:21.432Z",631,258363
"USR000275","Aarav Reddy","aarav.reddy@company.com","Operations","Executive","2020-10-13","EMP711572",4,"Active","2025-02-12T09:13:54.418Z",393,500455
"USR000276","Dinesh Agarwal","dinesh.agarwal@company.com","Operations","Executive","2015-05-05","EMP718032",1,"Active","2025-02-10T03:36:35.201Z",368,601692
"USR000277","Advait Joshi","advait.joshi@company.com","Marketing","Executive","2016-12-01","EMP854110",3,"Active","2025-02-17T13:27:02.911Z",352,565005
"USR000278","Advait Agarwal","advait.agarwal@company.com","Sales","Business Developer","2021-05-20","EMP677901",3,"Active","2025-02-18T05:20:02.907Z",12,9658
"USR000279","Priyanka Mehta","priyanka.mehta@company.com","Finance","Financial Analyst","2018-04-15","EMP981439",3,"Active","2025-02-15T00:19:58.274Z",458,615561
"USR000280","Aarav Joshi","aarav.joshi@company.com","Procurement","Executive","2019-04-02","EMP488543",4,"Active","2025-02-17T14:39:20.024Z",265,777332
"USR000281","Kavita Agarwal","kavita.agarwal@company.com","Marketing","Executive","2023-10-14","EMP912740",2,"Active","2025-02-18T00:56:42.201Z",32,821938
"USR000282","Anita Mehta","anita.mehta@company.com","HR","HR Manager","2019-01-03","EMP687830",2,"Active","2025-02-17T23:19:37.161Z",565,7272
"USR000283","Aarav Joshi","aarav.joshi@company.com","Sales","Sales Manager","2020-11-11","EMP875560",4,"Active","2025-02-16T08:41:11.597Z",721,744239
"USR000284","Aanya Shah","aanya.shah@company.com","Finance","Accountant","2016-07-16","EMP851720",4,"Active","2025-02-10T10:42:24.464Z",452,390671
"USR000285","Priya Bansal","priya.bansal@company.com","Finance","Financial Analyst","2019-05-20","EMP746652",4,"Active","2025-02-13T23:46:11.023Z",609,898578
"USR000286","Sunita Reddy","sunita.reddy@company.com","Marketing","Executive","2018-10-25","EMP345964",1,"Active","2025-02-16T23:12:20.927Z",964,973023
"USR000287","Vihaan Malhotra","vihaan.malhotra@company.com","Procurement","Executive","2016-05-13","EMP904758",3,"Active","2025-02-17T00:45:33.749Z",394,576807
"USR000288","Priyanka Gupta","priyanka.gupta@company.com","Sales","Sales Executive","2020-11-19","EMP721089",3,"Active","2025-02-18T08:55:26.318Z",993,4781
"USR000289","Advait Bansal","advait.bansal@company.com","Operations","Executive","2021-12-10","EMP594457",3,"Inactive","2025-02-10T22:21:54.586Z",855,87808
"USR000290","Arjun Joshi","arjun.joshi@company.com","R&D","Executive","2017-07-07","EMP278843",2,"Inactive","2025-02-10T23:01:08.052Z",22,760998
"USR000291","Ishita Gupta","ishita.gupta@company.com","HR","Recruiter","2015-08-05","EMP759746",4,"Active","2025-02-13T10:20:42.051Z",563,120865
"USR000292","Sunita Reddy","sunita.reddy@company.com","Production","Executive","2022-04-22","EMP470293",4,"Active","2025-02-17T22:28:46.413Z",712,131924
"USR000293","Anita Bansal","anita.bansal@company.com","Procurement","Executive","2025-01-13","EMP320861",2,"Inactive","2025-02-12T11:41:42.724Z",713,729679
"USR000294","Priya Agarwal","priya.agarwal@company.com","IT","Executive","2016-04-30","EMP894412",3,"Inactive","2025-02-10T15:40:14.142Z",521,917852
"USR000295","Diya Kumar","diya.kumar@company.com","Sales","Sales Executive","2021-11-19","EMP164760",3,"Active","2025-02-18T21:29:37.025Z",793,733627
"USR000296","Ramesh Chopra","ramesh.chopra@company.com","Sales","Sales Executive","2017-10-02","EMP544387",3,"Active","2025-02-11T06:01:17.946Z",405,970782
"USR000297","Reyansh Sharma","reyansh.sharma@company.com","IT","Executive","2016-03-26","EMP282301",3,"Active","2025-02-11T20:34:54.995Z",513,807088
"USR000298","Priyanka Patel","priyanka.patel@company.com","Admin","Executive","2019-12-04","EMP854864",4,"Active","2025-02-13T21:03:06.407Z",835,577866
"USR000299","Priya Joshi","priya.joshi@company.com","R&D","Executive","2020-07-19","EMP338457",2,"Active","2025-02-14T00:56:27.838Z",277,599641
"USR000300","Dinesh Gupta","dinesh.gupta@company.com","Sales","Business Developer","2021-08-08","EMP120493",1,"Active","2025-02-09T22:00:22.378Z",265,212691
"USR000301","Ramesh Joshi","ramesh.joshi@company.com","HR","HR Manager","2017-04-11","EMP281130",1,"Active","2025-02-16T00:33:45.921Z",504,448003
"USR000302","Arjun Singh","arjun.singh@company.com","Marketing","Executive","2018-01-20","EMP380249",3,"Active","2025-02-13T06:10:22.875Z",26,235653
"USR000303","Priya Reddy","priya.reddy@company.com","Admin","Executive","2017-12-20","EMP941730",2,"Active","2025-02-19T01:01:00.949Z",636,770735
"USR000304","Dinesh Chopra","dinesh.chopra@company.com","Admin","Executive","2021-01-19","EMP291842",4,"Active","2025-02-17T22:17:43.216Z",23,516607
"USR000305","Arjun Reddy","arjun.reddy@company.com","Operations","Executive","2018-06-13","EMP782676",3,"Active","2025-02-10T20:01:43.860Z",816,723618
"USR000306","Riya Shah","riya.shah@company.com","R&D","Executive","2019-03-29","EMP881264",3,"Active","2025-02-17T05:40:42.900Z",464,414816
"USR000307","Ishita Singh","ishita.singh@company.com","Finance","Controller","2022-06-16","EMP038958",4,"Active","2025-02-15T04:58:03.760Z",527,678150
"USR000308","Vihaan Patel","vihaan.patel@company.com","Finance","Controller","2016-05-31","EMP776038",4,"Active","2025-02-15T09:42:14.721Z",559,669725
"USR000309","Priyanka Kumar","priyanka.kumar@company.com","Sales","Sales Executive","2022-01-11","EMP799776",3,"Active","2025-02-19T03:24:38.756Z",956,821450
"USR000310","Mukesh Shah","mukesh.shah@company.com","IT","Executive","2015-06-13","EMP126243",1,"Active","2025-02-19T09:04:33.211Z",868,714318
"USR000311","Aanya Mehta","aanya.mehta@company.com","Marketing","Executive","2017-08-11","EMP270935",2,"Active","2025-02-09T19:41:24.509Z",681,885059
"USR000312","Riya Shah","riya.shah@company.com","Production","Executive","2020-11-01","EMP766829",2,"Active","2025-02-14T20:28:36.978Z",758,616229
"USR000313","Diya Malhotra","diya.malhotra@company.com","Sales","Business Developer","2015-11-02","EMP513568",3,"Active","2025-02-09T16:41:27.999Z",21,784021
"USR000314","Suresh Bansal","suresh.bansal@company.com","Procurement","Executive","2024-11-26","EMP920324",2,"Active","2025-02-15T00:04:31.470Z",897,124668
"USR000315","Reyansh Patel","reyansh.patel@company.com","Procurement","Executive","2016-12-27","EMP543218",4,"Active","2025-02-11T19:21:37.058Z",595,394849
"USR000316","Rajesh Singh","rajesh.singh@company.com","Finance","Financial Analyst","2021-11-25","EMP367977",2,"Active","2025-02-10T13:19:06.031Z",96,411526
"USR000317","Sunita Reddy","sunita.reddy@company.com","Admin","Executive","2020-07-30","EMP137361",1,"Active","2025-02-16T23:13:36.085Z",197,694344
"USR000318","Priya Malhotra","priya.malhotra@company.com","R&D","Executive","2018-10-31","EMP769611",4,"Active","2025-02-12T02:09:11.182Z",9,417115
"USR000319","Vihaan Bansal","vihaan.bansal@company.com","IT","Executive","2021-09-05","EMP096750",4,"Active","2025-02-13T21:26:11.154Z",351,431424
"USR000320","Aanya Mehta","aanya.mehta@company.com","Operations","Executive","2016-12-14","EMP403446",4,"Active","2025-02-16T21:33:34.772Z",771,141841
"USR000321","Mukesh Malhotra","mukesh.malhotra@company.com","Marketing","Executive","2020-04-16","EMP571877",4,"Active","2025-02-15T10:21:07.899Z",975,407900
"USR000322","Deepika Agarwal","deepika.agarwal@company.com","Operations","Executive","2019-08-18","EMP470339",4,"Inactive","2025-02-12T08:54:45.305Z",958,872282
"USR000323","Aarav Patel","aarav.patel@company.com","IT","Executive","2021-04-08","EMP265704",3,"Active","2025-02-18T11:40:54.515Z",996,692765
"USR000324","Ishita Reddy","ishita.reddy@company.com","Marketing","Executive","2020-07-23","EMP199022",1,"Active","2025-02-18T20:08:46.881Z",124,88124
"USR000325","Priyanka Joshi","priyanka.joshi@company.com","Operations","Executive","2021-05-20","EMP804845",3,"Active","2025-02-11T13:27:40.988Z",644,469769
"USR000326","Ishita Gupta","ishita.gupta@company.com","HR","Recruiter","2022-02-17","EMP112295",3,"Active","2025-02-17T03:18:53.613Z",546,314431
"USR000327","Vihaan Sharma","vihaan.sharma@company.com","IT","Executive","2017-09-25","EMP679295",3,"Inactive","2025-02-19T03:16:58.853Z",568,393820
"USR000328","Ishita Gupta","ishita.gupta@company.com","Production","Executive","2017-07-24","EMP147685",2,"Active","2025-02-16T19:47:07.386Z",356,317512
"USR000329","Aarav Singh","aarav.singh@company.com","Production","Executive","2022-07-07","EMP023661",4,"Active","2025-02-17T07:38:02.355Z",721,929278
"USR000330","Anita Gupta","anita.gupta@company.com","Marketing","Executive","2015-08-25","EMP661918",4,"Active","2025-02-15T01:44:13.681Z",977,211615
"USR000331","Deepika Patel","deepika.patel@company.com","HR","HR Manager","2017-12-02","EMP878825",4,"Active","2025-02-15T03:41:05.984Z",429,714328
"USR000332","Priya Shah","priya.shah@company.com","IT","Executive","2015-02-01","EMP933182",4,"Active","2025-02-10T21:19:02.699Z",982,855257
"USR000333","Aarav Joshi","aarav.joshi@company.com","Admin","Executive","2023-10-05","EMP624243",1,"Active","2025-02-18T18:11:31.730Z",419,123338
"USR000334","Sunita Mehta","sunita.mehta@company.com","Production","Executive","2016-12-12","EMP893310",4,"Active","2025-02-12T13:07:02.433Z",22,27665
"USR000335","Mukesh Shah","mukesh.shah@company.com","Admin","Executive","2021-06-29","EMP021033",2,"Active","2025-02-13T11:12:01.577Z",124,47974
"USR000336","Deepika Kumar","deepika.kumar@company.com","Sales","Sales Manager","2022-02-23","EMP294447",4,"Active","2025-02-13T20:13:03.664Z",835,110919
"USR000337","Kavita Joshi","kavita.joshi@company.com","R&D","Executive","2024-04-08","EMP699953",2,"Active","2025-02-15T07:43:36.514Z",119,349024
"USR000338","Riya Sharma","riya.sharma@company.com","Procurement","Executive","2019-12-12","EMP312460",4,"Active","2025-02-15T06:25:18.208Z",785,663347
"USR000339","Reyansh Kumar","reyansh.kumar@company.com","HR","HR Manager","2018-02-21","EMP960545",2,"Active","2025-02-16T13:42:52.431Z",105,592454
"USR000340","Sunita Chopra","sunita.chopra@company.com","IT","Executive","2016-09-05","EMP573355",2,"Active","2025-02-15T10:06:37.905Z",920,69888
"USR000341","Aanya Sharma","aanya.sharma@company.com","Marketing","Executive","2021-04-28","EMP674861",4,"Active","2025-02-17T16:59:28.096Z",248,395507
"USR000342","Suresh Sharma","suresh.sharma@company.com","IT","Executive","2019-06-25","EMP113266",4,"Active","2025-02-18T03:18:01.120Z",558,444539
"USR000343","Arjun Kapoor","arjun.kapoor@company.com","Procurement","Executive","2017-02-01","EMP342621",3,"Active","2025-02-18T23:04:57.956Z",515,6144
"USR000344","Arjun Mehta","arjun.mehta@company.com","HR","Recruiter","2017-07-23","EMP768244",4,"Active","2025-02-16T05:31:38.297Z",819,955171
"USR000345","Vihaan Gupta","vihaan.gupta@company.com","Marketing","Executive","2015-05-20","EMP187573",3,"Active","2025-02-15T12:22:10.760Z",100,955651
"USR000346","Riya Joshi","riya.joshi@company.com","Admin","Executive","2021-08-24","EMP495958",3,"Inactive","2025-02-17T07:43:37.718Z",461,693573
"USR000347","Kavita Patel","kavita.patel@company.com","IT","Executive","2019-12-13","EMP379504",2,"Active","2025-02-11T00:13:33.132Z",403,130166
"USR000348","Priya Chopra","priya.chopra@company.com","Admin","Executive","2021-01-06","EMP255817",2,"Inactive","2025-02-13T01:44:20.576Z",414,341612
"USR000349","Priya Kumar","priya.kumar@company.com","R&D","Executive","2021-03-05","EMP521198",4,"Active","2025-02-13T05:21:35.349Z",6,980169
"USR000350","Vihaan Kumar","vihaan.kumar@company.com","HR","HR Executive","2024-10-21","EMP221741",2,"Active","2025-02-13T07:52:40.215Z",263,713259
"USR000351","Aarav Kumar","aarav.kumar@company.com","IT","Executive","2022-08-24","EMP496959",4,"Active","2025-02-10T13:34:26.918Z",31,427521
"USR000352","Riya Sharma","riya.sharma@company.com","HR","Recruiter","2022-04-01","EMP981040",3,"Active","2025-02-12T00:09:04.618Z",191,337210
"USR000353","Anita Verma","anita.verma@company.com","Admin","Executive","2022-02-18","EMP315434",1,"Active","2025-02-11T13:21:31.103Z",150,507851
"USR000354","Suresh Singh","suresh.singh@company.com","Finance","Financial Analyst","2018-03-05","EMP101547",2,"Active","2025-02-14T13:30:47.096Z",260,126221
"USR000355","Sunita Shah","sunita.shah@company.com","R&D","Executive","2020-07-04","EMP249701",4,"Inactive","2025-02-18T07:52:55.226Z",421,565450
"USR000356","Ishita Joshi","ishita.joshi@company.com","HR","HR Manager","2024-11-01","EMP437379",3,"Active","2025-02-10T07:37:06.183Z",245,748027
"USR000357","Suresh Kumar","suresh.kumar@company.com","Marketing","Executive","2016-12-16","EMP195097",1,"Active","2025-02-11T14:08:44.784Z",722,990438
"USR000358","Dinesh Bansal","dinesh.bansal@company.com","Sales","Sales Manager","2021-10-02","EMP655398",2,"Active","2025-02-09T16:19:32.945Z",28,733457
"USR000359","Riya Singh","riya.singh@company.com","Procurement","Executive","2021-08-22","EMP353082",3,"Active","2025-02-12T13:04:58.995Z",932,742040
"USR000360","Aarav Joshi","aarav.joshi@company.com","HR","HR Manager","2022-12-15","EMP603199",4,"Active","2025-02-18T22:33:20.910Z",968,692891
"USR000361","Rajesh Kapoor","rajesh.kapoor@company.com","Finance","Controller","2022-07-08","EMP461642",2,"Active","2025-02-10T14:22:32.146Z",925,93923
"USR000362","Riya Singh","riya.singh@company.com","Procurement","Executive","2019-04-04","EMP535312",3,"Active","2025-02-14T06:49:50.279Z",19,635401
